id,name,type
ZaipnESTXw4dt2dh8,Reid Hoffman,crunchbase
WYNPhvRJveQFPvjf7,Pankaj Jain,crunchbase
Zr83jyJXta8Kec6v3,Omer Regev,crunchbase
Woofnkv7nJm5XekPw,Tank Stream Labs,crunchbase
aAuRX9CsiJxAFshxv,Social Family Group,crunchbase
XnsTafECdFGdvfd8d,Jon Anderson,crunchbase
aDjrM7QnkZcFJQBxd,VentureCrowd,crunchbase
YxRzBfxnY5GRcCwq4,Spacemob,crunchbase
aPK4mkB9kwzLHjzef,Henry Tjiandra Djaya,manualEntry
Z22fFnFhCXzSxMmkz,Empower Investment (合力投资),manualEntry
aYrtwCrahkeAojK4p,ff Venture Capital,crunchbase
asNucbEyC5YfjnQ86,OurCrowd,crunchbase
Z3ZSjeZLLqoSMLfw8,Rebright Partners,crunchbase
avG7kTn92KCYdB8SC,Y Combinator,crunchbase
Z5m3esBAnSHd2pTzB,Advance Publications,crunchbase
ZREaq9gBFvw2nLd5E,Amun Capital,crunchbase
b6WHBHQx6gWqGzWG9,Gary Vaynerchuk,manualEntry
ZmKFQnaierArE5sjv,Ken Lerer,crunchbase
bNr8ud3ctEAjqwY3x,SEGNEL Ventures,manualEntry
a4pN5RKjyiekQtYCC,Keith Rabois,crunchbase
PjWcdr5b4jRQgyvuy,TomorrowVentures,crunchbase
a77xBRQPyMfMpoJvA,Taoshi Capital (陶石资本),manualEntry
PyjCRJuh38JBNAJ2w,Andy Zain,manualEntry
aK3BQcC2hbwbh5kZL,BTS Group Holdings Plc,manualEntry
aMsqX75xoMWgmisXp,Haiyin Fund (海银资本),manualEntry
Q39cviYGkJkyg2WS5,Kinnevik AB,crunchbase
assztf5ibbydiK2v5,True Ventures,crunchbase
bbY8Suac6a6naLnBv,SOSV,crunchbase
Q8ZkSYcebG9uzCmCr,SSI Asset Management,crunchbase
Pw2zJEGpAFEngsbs2,Farallon Capital Management,manualEntry
Q84DDN6mCoyYr2QzQ,StartMate,crunchbase
QSkEgdfXrHJmjPXm3,Cultivation Capital,crunchbase
QMnTTreER7KEq79Co,Mingxin China Growth Fund (名信中国成长基金),manualEntry
QkdcAA6XP8D7kFzJB,IDG Ventures India,crunchbase
R4Lqs6GZv5duzvbjA,Raine Ventures,crunchbase
QQRgHAK9BLbgyWRZ2,Lim Der Shing,crunchbase
S6tSgYb3KmowbGh45,Recruit Holdings,manualEntry
SGNBBRfZKSmHcqWR5,Vast Ventures,crunchbase
QfkKD4Au63DymQcdi,ZOWEE (卓翼科技),manualEntry
SRAjDdRrnwiuvttqD,Marc Andreessen,crunchbase
SrcYAeyMnDjYy5HwF,Sulficio ‘Jun’ Tagud,manualEntry
QmpraHHgiYbmGqMK6,Signia Venture Partners,crunchbase
TM22edq5n2bXzAqr9,Thomas Andreasen,manualEntry
TRvByngyJ2n82hoaQ,Ronnie Wee,crunchbase
Qszg4wRmME5xeybjq,Mousse Partners,crunchbase
TYHyWta9Fuhhsb7vA,UCF Group (先锋集团),manualEntry
TYPZfRwegRvYvqSXi,JOY Capital (愉悦资本),manualEntry
R5KWgaPgRdhYZCBRe,Exto Partners,crunchbase
TYsRCfdKW679tszhS,Singapore Media Development Agency,manualEntry
RA8TaqGywd9YJcGdo,Hangzhou Liaison Interactive Information Technology,crunchbase
WYw8zvR85H4AsWP94,Falcon Capital,crunchbase
RiobnS5NjgKBLkxSd,Zodius Capital,crunchbase
Wrku297XGYYapypzB,BaoLong Investment (暴龙投资),manualEntry
SGTeaMtQHGmHdD5Cm,Kass Lazerow,crunchbase
XBayFeiEXZY3HZfv6,Vulpes,manualEntry
Sc8JCpXkeeFkEW637,Medical Research Commercialization Fund,manualEntry
XFAxtTMb6sojeDEa6,NextTech Group of Technopreneurs,manualEntry
SdzAEAWJy5YLWBSub,Guotai Junan Securities (国泰君安),manualEntry
XiTEsTN6vTqQERB5x,GGV Capital,crunchbase
YXgNPMniS6ytEf3xr,Ardent Capital,crunchbase
SkBhZrXojmzkBtsfn,Sanpower Group (三胞集团/宏图高科),manualEntry
T8cTFekyTZ2kdQDxZ,Polaris Digimedia,manualEntry
TRskyJDe8baEmzE7H,Rastar (星辉互动娱乐),manualEntry
YtbnheiQGMsyRfd6F,Ample Harvest Capital (丰实资本- 嘉实基金),manualEntry
TotNMPAmxa3Y3jtne,James Tan,crunchbase
W4qRPz6PDA24EG7F2,Sky Dayton,crunchbase
ZEZJ9SG58LbH6M7Cp,Luxasia,crunchbase
WgCzNgE8qX3c5JTbp,Vision Knight Capital (嘉御基金),manualEntry
ZTqJwz6CPg7aJ7zAQ,Wharton Equity Partners,crunchbase
ZsY3xX6LfCro29qqS,Nexea Angels,manualEntry
aCndN9Y6hXZzSFtRc,Envestnet Yodlee,manualEntry
Ww6F8HSYWmeDqrByK,Kapor Capital,crunchbase
XC2Ty9Zd8sgcXs8NB,NYC Seed,crunchbase
arS7HerYW9kBJdkpC,Innotech Capitals,crunchbase
bE8XvmSXpLDifLPD5,Stephen Forte,manualEntry
Y5xLoB7ZieiM7aSea,Rhombus Food Holdings,manualEntry
PwcNyyFcmiL78sw6H,Chum Darval,manualEntry
QE34KT66rheLLRwuB,TaoYun Beijing Investment (韬蕴资本),manualEntry
YBELxTxJHP2gRi9Px,Farrel Sutianto,manualEntry
YaggdLunKnSB555ts,GIC,crunchbase
QaWYM8qDCBjJYowPE,Adrian Stone,crunchbase
R4JFhXmaMMEJCNjrz,Nat Turner,crunchbase
RGtbnH34fErfHcgt9,Leading Capital (力鼎资本),manualEntry
YpFD59BcvkBZqBuDJ,XG Ventures,manualEntry
RNBT6mK2eFEBXKFS9,Josh Abramson,manualEntry
Yuvhm5yTkZecFkdWv,TVS groups,crunchbase
SKqgvyp8eHspQ2oSZ,LearnLaunchX,crunchbase
SXzei3EpWQ6ahzQjD,Pengpai Venture (澎湃资本),manualEntry
Z6ErooxBWNWX4ChQt,Jay Villarante,manualEntry
SYoLZdeta7fFLr7Z8,iGlobe Partners,manualEntry
ZXmtN5Kh4t2jEqRR5,Leon Kamenev,crunchbase
T8eFf6ipALhM4C6zf,Seawood Capital,manualEntry
ac5BGzqPEn6v3BiSN,Alpha Capital,crunchbase
Th7xWgA8mo8PzBKtx,Sutter Hill Ventures,manualEntry
aeaHt5cQqKkDEGPBL,Simon Rothery,crunchbase
W5qzRCh84oJzdHKLm,New Markets Venture Partners,crunchbase
WFckwjrnE5BePaZYv,LIOR INVESTISSEMENTS,crunchbase
aj3TAeBunPEWjkNdb,TAL Education Group,crunchbase
WKvYdjuff8PLzimRx,Jardine Matheson Group,crunchbase
awGxoyAk2HJeBZgk9,Arnout Wagenaar,crunchbase
bCJxHKDKfiouWsFdo,Honghe Venture Capital,crunchbase
Pw3Mfp5rwuMQYRx7K,Govin Capital,manualEntry
QeKp6i6pnASh8QJzv,Ross Veitch,crunchbase
WisKNGrGX9dBAd7qn,DMP VC,crunchbase
QnfKfn2N3W3vCNFzT,Dalibor Siroky,crunchbase
Ra3tuWGmiRAbST3Yc,Xinvesco,crunchbase
Rm7gfZ5dGCbBSQMuS,Tank Stream Ventures,crunchbase
WuZYCJEeYvSve4rro,You Jin Capital,crunchbase
XDhwNAGYy8KnPaCMZ,Guntram Graef,manualEntry
SWde9ssAEXHGBKdQX,iBuy,crunchbase
XSb6XCWevx7yZyZ66,Tan Chin Hwee,crunchbase
Sj66JPMyYXR2BHFDz,ZJ Capital (上海致景投资),manualEntry
XSuqTuCb33vBvYn2k,Tony Faure,crunchbase
Xd722HKNi36AFeRpi,Sun Jiexiao,manualEntry
SyMLXrnPs6ETFWDJc,H2 Ventures,crunchbase
YDAMg8A2nd3ETXufX,Lifeline Ventures,crunchbase
T5jEoDDi98YjkYko2,William Lee,crunchbase
YpZ3S6AZW4PhmLiQx,Blue Fund (蓝色经济区产业投资基金),manualEntry
WQ3Cpyx9SBGr6p7q6,Orange Growth Capital,manualEntry
YrWqKH8ht9CYwTCBE,Ian Buddery,crunchbase
YxXwZeMKKTLPRmx2D,Joshua Schachter,crunchbase
WZ5QkKARe53pyo5JG,ru-Net,crunchbase
WgNBt4v2Fe8fxAjyE,Kalaari Capital,crunchbase
atnWPWWBSwJZ4eW6z,Westsummit Capital (华山资本),manualEntry
bLWR6nuxN5bExoXRe,KapanLagi Group,manualEntry
Q7bBgb7SYNgDjZSBF,Breyer Capital,crunchbase
WricQYofSaxmrxLn5,Adrian Suherman,manualEntry
QAq2E4zDxqe5Girj4,SBI Holdings,crunchbase
WxSA3qRHFMyKYBmYH,Low Capital Management,manualEntry
XXeAvaRMh4ZMrmS4j,Alex Ott,crunchbase
QfZDQMmkgBgnwr2th,Lighter Capital,crunchbase
RdkkcsGR4jwTycv8c,Ventech China,crunchbase
YWPkfPKTibvM9YdTi,Jaysukh Sapra,crunchbase
RozzSMT73STdece65,Mike Hill,manualEntry
Yo29hu46BfBb2KYb5,Palaash Ventures,crunchbase
RqS4DBqMuH7oQcmks,Cai Wensheng,manualEntry
YvYqxSKG8Rkjq7DhS,VPG Asia,crunchbase
Rs8psfnAwNQ2Th8Xk,Yashraj Vakil,manualEntry
ZdJFDJDDcuMjJbGYT,DT Capital Partners (德同资本),manualEntry
Ruq94tTqwNeegq4f4,Shenzhen Capital Group (深创投),manualEntry
aPwGYiCBWYLTE26sN,Eight Roads Ventures China,crunchbase
abZgHs9FBcWhaR2Fu,Sierra Ventures,crunchbase
SEEugsqjqMhdHQErp,GSV Capital,crunchbase
aeiE9rPtviQmy8avf,Bertelsmann,manualEntry
anWbYXfBgCRSeDRux,Shengjing360.com (盛景网联),manualEntry
STcf7KLTbGD67aDLv,SK Planet,crunchbase
b7ZfEbsKNZzCzjKnJ,aCommerce,crunchbase
SfJCMBjwydaYzknck,Project A Ventures,crunchbase
SiYhdZSw4CkpFnZxw,Joe Maristela,manualEntry
QyDWu95ZtN8XkwPFT,Susa Ventures,crunchbase
TMc5pfyRZ75R7ByxD,Blue Focus (蓝色光标),manualEntry
R4WxJdWDTbD5e9TM8,The University of Melbourne,manualEntry
WCrgv7Wphm7Wwy6Qn,Midana Capital,crunchbase
R7Dvaw5onjFnB3Cf8,D2 Communications,crunchbase
WSqahPXXcebRmrWDM,Digital Currency Group,crunchbase
RKN8S9f5KeNLF7FPQ,BioScience Managers Limited,crunchbase
WcdWsv5TGtfmt8mP6,Edge Venture (青锐创投),manualEntry
Rmmz8NDre8pZZkmtz,Kae Capital,crunchbase
WfqaRMtk3nbYStEAQ,Share Capital (分享投资),manualEntry
RrDsqBJHv5unMq78Z,Iflytek Co Ltd,crunchbase
SDTgJPpe6pb5kFT5F,Hillhouse Capital (高瓴资本),manualEntry
Wp6kxR3bEpgDKusdR,Huì cái sīrén zīběn (汇财私人资本),manualEntry
XKe2thHfHM3zXddAF,Tata Capital,crunchbase
XkeXKo6nrLRzjGLu5,HDS Capital,crunchbase
TZaLTKhpGNNFwDzQj,State-owned Properties Investment & Managment Ltd of Haidian District (海淀国投),manualEntry
XrpP3fnyWRRLDCm5T,VTF Capital (fka VegasTechFund),crunchbase
TdY6ewfAKf2hPYZAm,Hua Tai Securities (华泰瑞麟 / 华泰证券),manualEntry
TrWTCKiDpBDC9j49p,Huaxing Alpha,crunchbase
Y7q5LkjipkFZZwdu5,Michael Gonski,crunchbase
YQwBZKQ6N3pDXTCCs,BBG Ventures,crunchbase
YwgBsKTXGu6sYbAPf,Bridget Loudon,manualEntry
ZDWPM9w22ufvbiFAa,Richard Klatt,manualEntry
ZWRnAbJksgNXjEccL,Uwe Kolb,manualEntry
ZZGCRxQeH3X58WjGn,Leigh Jasper,crunchbase
ZrC4YhDs78u6b7W9g,Craig Roah,manualEntry
WGvvRtEaGSao9FQqi,Kevin Rose,crunchbase
aMCBis84GQGKN8Hik,Domenic Carosa,crunchbase
Wdca3c4CsfLQfryDt,Ant Group (蚂蚁金服),manualEntry
b2H922AK2hWPaxAcR,Manan Kumar,manualEntry
QbQCGrEjSz7LCyM5C,Global Grand Leisure,manualEntry
Xg9shLxnFz4so8mzH,Stephane Ibos,crunchbase
XuKyYrHytgwem5j96,Mark Harbottle,crunchbase
QixRGwHWtKv2uqzqj,JFDI.Asia,crunchbase
Y45fq5LFLTEeF2jEb,Yinli media (引力传媒),manualEntry
YBwzJf4daMSYvEo5K,Storm Ventures,crunchbase
YW5MiEcW6DaXKFt5x,Dave Morgan,crunchbase
Qtwn7JxdMYsCXmXXm,Vision Plus (元璟资本),manualEntry
YorndTTq6pEESaupx,Chow Tai Fook (周大福),manualEntry
ZA7WawxRNJ7LwduHD,GD1 Fund,manualEntry
RFdopaaw6M9D59uiW,Matrix Partners (经纬创投),manualEntry
ZHXXC6oSTeiZftv4r,S-Cube Futuretech,manualEntry
a3ikZMjS7C8q2zjPg,Axis Bank,crunchbase
aHqdife3tmD3u8gh8,Zhongchuang Gongxiang Fund (e袋洗众创共享基金),manualEntry
abLL7N8ZXTjs3qLzR,QUT Creative Enterprise Australia,crunchbase
adNYTLfiFavryCKSJ,Max Ventures and Industries Ltd,manualEntry
bEEmfPSyTdsCfE8HT,NEST,crunchbase
S2qcab4dtNcNsXCi3,Wenguo Venture Capital (稳国基金),manualEntry
PyuBtsgSvMHA8dndd,Bridgeway Prime Fund,manualEntry
Q27vne3tttg2gSpsS,German Startups Group,crunchbase
QMrkwnQoKyRkvf5Cb,Blake Krikorian,crunchbase
QYpq5Mmrvc97p9gvo,Go-jek,manualEntry
QYRHwGSa8cdJXu5yu,Bimal Shah,manualEntry
QfgJJqYYrxby66fDh,Goldman Sachs,crunchbase
QjqW6wgNWa9u4mTWn,Ever Sunny,crunchbase
RLzd5LK2dEHMCJpNz,Alpha Venture Partners,crunchbase
RMewhxZeJRvkZgCuF,Wuxi PharmaTech Corporate Venture,manualEntry
RF2q949JqffESg7Rx,SAIF Partners (赛富基金),manualEntry
RvmbfggiDZkujdJpa,Ruvento,crunchbase
SMorSXdXKZc4Cn3Zk,Amish Jani,crunchbase
TGkeNTYFMhy2Ehf9W,Jason Sew Hoy,crunchbase
RzeTcGfGpafXSy9GR,Collaborative Ventures,manualEntry
SCgXhesbDvr7o3W99,Michael Overell,crunchbase
TbQ3ohMbKK7JaMSEe,Microequities Asset Management,crunchbase
Tbv8aGP9rMd7jKeRn,TechGrind,manualEntry
SSfPchtuwBMp5wKxd,Anton Bourtsev,manualEntry
WgrPnT8KQJnyi6nhK,Marc Bell Ventures,crunchbase
XXdojRGK2AznpBKzm,Michael Doubinski,crunchbase
Sar4gWCQGwaAEsPCE,The Washington Post Company,crunchbase
T5mAQwSiWhLHg7KKg,Grand Prix Capital,crunchbase
YbfppP8iQBGRvRYhA,Mike Rosenbaum,crunchbase
TDsqiTQRAQBR53zSk,Earlybird Venture Capital,crunchbase
YjwmvqCDtbuwkJDCJ,PJ Roberts,manualEntry
YvKk7scbakxSjQ9zh,VIAEight,manualEntry
TPqPyByERsChe7KDu,Bennett Coleman and Co Ltd,crunchbase
ZHPostpx5R2BX9r8t,First Albany Companies,crunchbase
Tf4fx7Nm7ffje5Au3,Optimatic Pte Ltd,manualEntry
ZSgHZkEfvznK8CnDb,LiuHe Capital (六禾创投),manualEntry
TpXS7rEtnHensBSeW,Programmed,manualEntry
aHYMekMNBWyz4DwEj,DL Capitals (点亮资本),manualEntry
WCAY4RhZJ77n7g6Y3,Ranjan Pai,crunchbase
WCmNRvvwBJ5NLpbHX,ING Group,crunchbase
adzZxFZA4qXemDaXa,Justin Dry,crunchbase
WXLaS4WTFoTDRZiq7,Deap Ubhi,crunchbase
au46G5qTt3owdBqDr,Rapoo Technology (雷柏科技),manualEntry
b7bnYWbASsY3zmPon,SIG VC (上海国际创投),manualEntry
bCLhJBBiLRe9CcScu,U-tour World (众信旅游),manualEntry
bW25LPPmNq8xRQ2Jt,MBC Ventures,crunchbase
Ptj43XCAifFrnWe92,Ontario Teachers' Pension Plan,crunchbase
PxHviFdxDDdKxchyD,Ventech China (银泰资本),manualEntry
XkuozW8g35GA6yfm8,Shenzhen Kai Fu Capital,manualEntry
YLDocBoiC6dmWjKKE,Hujiang.com,crunchbase
Q7ZSueiSzrWYF77ss,Girish Mathrubootham,crunchbase
YuX5HWMakx28y7Hx7,Justin Kan,crunchbase
QEXrbErEysfGv3csc,NUS Technology Holdings,crunchbase
Yyo5RwWZJfwE3tNFj,Matthew Kelly,crunchbase
QTmBE3ZzEZqaRJ9Z4,Oliver Jung,crunchbase
ZARBEh2euBpvrm6Qj,MissionOG,crunchbase
QziHPim5PXSpoJAAy,Rise Capital,crunchbase
ZKG388avCpMZvzEjX,Asia Pacific Capital,manualEntry
RCjgLBfL7Z6J5nvQq,Ele.me (饿了么),manualEntry
RTh9nQwgbwofSrziE,Charles-Edouard Bouee,crunchbase
ZSqxhxxmpXCfm7ACj,Cherry Ventures,manualEntry
RiXwjLqvRxknHNaKh,IPV Capital,crunchbase
aAZPiafTzrTFykQEj,Foody,crunchbase
Ro5aFf2tixjvCWEJ4,B Dash Ventures,crunchbase
abhxoDv8AAXXs6sNf,Grupara Inc,manualEntry
THaAkWDKfNcqoNDM6,Qualgro Asean Fund,crunchbase
ajXrDJsux6Kfo6uy4,New Wealth Capital,manualEntry
TPf2GqWRKRRaWeumM,Atomico,crunchbase
b2GhzdLBBJsodKuhi,Middle East Venture Partners (MEVP),crunchbase
TdkdzQz3nRq8azwyy,LeBox Capital (乐搏资本),manualEntry
bGfkzFGQXatvpeXMX,Vickers Venture,manualEntry
XHau7QXdKHYwzoJv9,Red Swan Ventures,crunchbase
bN3zY6wFF6JSDzXaG,Wei Yan,crunchbase
XRbSiHkheL9LwyAjN,Sovereign Capital,manualEntry
bSH73n69ju7bxuYmm,Harry Markl,manualEntry
XZQwuDsw4FqDzPtLu,Waic Investment Holdings,crunchbase
XaPmracGZf6DiWH8K,Ivy Capital (常春藤资本),manualEntry
QtdWQq5ThkEH5hMwB,Credit Suisse,crunchbase
XbjgnPPTsthQSRGeo,Timesbole (时代伯乐),manualEntry
QzAGsspmWp8dmhLxS,Ravi Gururaj,crunchbase
Y58WrRFfuYudCxLvQ,Adrian Ong,manualEntry
Y6FRi7ZwiBEf6o868,Francisco Partners,crunchbase
R8Enx4cNH59Py4Qhx,Ying Capital (天鹰资本),manualEntry
YCPMuFqycvD5Z6PKD,Union Square Ventures,crunchbase
R8JcaSbPQ8s9MGWB9,14W,crunchbase
YDi59qsmsBr55qaR9,Piton Capital,crunchbase
RCjwujLXcsD9vq4k3,Dalip Pathak,crunchbase
YEBzSTdCKwz2f27W5,Ron Suber,crunchbase
RDJx8Bwc9DfjNbpP8,FL Fortune (丰利财富),manualEntry
YG3KW5LPFjz24gp6T,Sandeep Suvarna,manualEntry
YRsqJ74AAMHqQYCYX,SUVC (中美创投),manualEntry
SDWQMLAcxSxLZ9k5S,Naomi Simson,manualEntry
YZhg6jNGZLDSHnmjs,Smallville Capital (小村资本),manualEntry
SMakr4qPjEbtX4zrz,AIS,manualEntry
YZpoeYzubbxo5NmZ2,Magic Johnson Enterprises,crunchbase
T39pXngLgxb4W4ioG,Beenos Plaza,crunchbase
YiQp5QHxq2wRwawE2,Jhondie Abenaza,manualEntry
TBKthcmXEtmt76Y8A,Ryan Tietjens,crunchbase
Z5ppLhJqBWy2wRinA,Lonsdale Capital Partners,crunchbase
ZAp6YhumKc3YWavEX,Ambient Sound Investments,crunchbase
TZSBAtYDP9XsAEafD,QueensBridge Venture Partners,crunchbase
ZKQcBezf5TZjDKf2C,Daniel Alick,manualEntry
ZewtnN5Fvo7venvZh,RB Investments,crunchbase
Tas8bFFATntnEsS6Y,Cyberport Hong Kong,crunchbase
aFkBNboPZzoWzNHMG,Seedstars,manualEntry
aQXABXjycThKDsNv7,Golden Horn Ventures,crunchbase
aQzqkPHeidXnwc3ic,Jeffrey Lonsdale,manualEntry
azLNYvZaLizBZmq5b,CLI Ventures,crunchbase
W9rQgJTwrzr2MCeyg,Tony Stuart,crunchbase
WAHi3uWRk3xAJHLTc,Hosain Rahman,crunchbase
S2s9vc6yXkqQofGtY,John Dang,manualEntry
SWN9REQNrGSMTfwA9,Shasta Ventures,crunchbase
WfhsZzSKqzgg7Gccj,Chris Lee,crunchbase
ScWqADN3cHvhY38eD,K2 Global,manualEntry
Sju2AHRFCcwTaZa8k,Thuc Vu,crunchbase
T4jyLfDdaatNJikZ8,Letv (乐视网),manualEntry
TCYSaxYoaNrDKxeRz,Howard Fyffe,crunchbase
TPuhMHLrGR9fWQr8K,Kaiying Network Technology,crunchbase
TgrLMfjYwbmS26jdg,Light House Cap (光源资本),manualEntry
ThS7oh7hNfpE4TE7z,Domain Group,crunchbase
XE9wLvHiX89FWL9QH,Mahanusa Capital,manualEntry
X4xoqN8ibkA4LzcPR,Ann Zhou,crunchbase
XLJK9vYyatuRuzZsd,Technology Crossover Ventures (TCV),crunchbase
X67oXxvB3RdZgGa3R,IDM Jump-start and Mentor (i.JAM),manualEntry
XeRw6Hq2yngNF2m34,Mountain Kejora,crunchbase
XNHZDMBfS8GdyiBGS,Mumbai Angels,crunchbase
XgQsRxfSwWTjT2FGq,Maveron,crunchbase
XbgKdA2DoTStTj9Ws,Singapore Airlines,manualEntry
Xm7KtBPTc3dMTbZ3s,Huace Film & TV (华策影视),manualEntry
Xo7W4qy78zw99aoPB,AITV (Accelerate IT Ventures),crunchbase
Y95utnCQtjz7rPxGW,LCatterton,crunchbase
Y36x7afzkRf5Awa4n,Hazel Asset Management,manualEntry
YPSMxymgJz8HXFY4Q,Translink Capital,crunchbase
YudCwdAhR85RMZ6CE,Ram Shriram,crunchbase
ZqQQrR3rQmpDNbR9Y,Follow[the]Seed,manualEntry
ZC47gfiiAunJHH2F9,Daniel Curran,crunchbase
Zb4FweAH57GEADe32,Industrial Securities (兴业证券),manualEntry
Zvp6N6WA93uJi4hQj,KTM Capital,crunchbase
ZjwwWSTsuqsjMmjQ5,Limù qíng(李牧晴),manualEntry
aKa9AgPnWLnBjx8Jg,Tuas Capital Partners,crunchbase
ZsqxoxgzavqLZyjAv,Shuhei Morofuji,crunchbase
aZ3pK6r9TmC69bhE6,MTG 株式会社,manualEntry
a7sC8sr278XHwiLq2,Tron Fund (创丰资本),manualEntry
abt48WJHfMR2PxE8e,Gerard Vongsady,manualEntry
a9uv6g9eanuxc5mNi,Cathay Capital (凯辉基金),manualEntry
apKKrJZYRcdfeKjAh,Verint Systems,manualEntry
aFF9DPuDTx2vDQGv5,Small World Group Incubator ,manualEntry
aao5ByfSaPCdE56bY,Gaw Capital (基汇资本),manualEntry
Pxrdv76mZx8hMkzYL,EverVC (天天投),manualEntry
bHet6LjypD43dLce7,DFJ,manualEntry
QCdgKM9EvAjvkdzJX,Speedshield,crunchbase
QX7z6iooE3AaMm5Qm,CMGE (中手游),manualEntry
QYss9CdFcjsifSZMr,Hank Vigil,crunchbase
Qs2oZx2mSvjCpgGry,AngelCube,crunchbase
R7bWBCEmMvHQQjZRx,Wanxin Media (皖新传媒),manualEntry
RZmcez29Zzv8XxFeL,Len Blavatnik,crunchbase
RprLoHF2YTtjH59uh,DSC Investment,manualEntry
SRKKZAs4kdwwAvmyw,iStart (起点创业营),manualEntry
STP5vwZouxrTjnh4S,Scott Blume,crunchbase
Siajs2gQ2Wq4JtgA9,Shanghai Zhangjiang Hi-tech Park Development Company,manualEntry
SpoywvJNph9duwCxb,Lè tǐ chuàng tóu (乐体创投),manualEntry
St88MP35q8ZRs44KN,Bio Sensors International,manualEntry
SuRwin8hopEMazm9E,CE Ventures,manualEntry
SvApvwGWXZgXJE7z4,West Fund (京西创投 / 首钢基金),manualEntry
TFCczhcDeY6vs6oHX,Fosun Kinzoon Capital (复星昆仲),manualEntry
Wu8n2uP8rS7ocsTDu,West Coast Holdings,crunchbase
WvQMDCT2NhmoLoJ8R,Golden Gate Ventures,crunchbase
WyJyP9RaupXaum8q6,SoftBank Capital,crunchbase
XPsHx4GKeKoSD4YQT,Chuxin Capital (初心资本),manualEntry
XRDSkuYuMmAae5DTp,Kima Ventures,crunchbase
XgF33g6CWk4c87Y38,Ian Kung,crunchbase
YA2GgDjEsFKm33fWa,Chu Chuang Investment (初创投资),manualEntry
YFrc54cNKwhXdZoHE,8capita Partners,crunchbase
YZBLiMn4NyrXC8Dd6,Maneesh Tripathi,crunchbase
ZMGQBFd2GopTiA6hh,Fledge,crunchbase
aCL8QbeexgYTusNny,Sony Pictures Entertainment,crunchbase
aE44uafpqKecNQ7Li,Fazil Musa,manualEntry
aYgTfrFm4KjmQDcjs,Majuven,crunchbase
avo6fYRxFQLTcG5fS,Nandan Nilekani,crunchbase
azjRJYhSxJ4MhhKPj,Alpha Startups (阿尔法公社),manualEntry
b9bA6sBKFPsbPuMXN,Andrew Ferenci,crunchbase
bAPmri55h4Gzqfnj5,Tom Krulis,crunchbase
bGqrDgmpSf4DDyM3W,Southeast Asian fund,crunchbase
bSjbCKYEbaGiZtGXa,Piyush Chaplot,manualEntry
c4JTCRsJYtuoCZma3,Idea Bulb Ventures,crunchbase
byWuET32JGJSAsZpT,Andy James,crunchbase
c3a8T76pBDcj2dj7p,YongHua Capital (涌铧投资),manualEntry
c9NAqcctZL6tZCJrb,Disruptive Capital Finance,crunchbase
cTQGSMCQGaMfsjhdr,New York Life Insurance Co,crunchbase
cABF4udAeStANpAWR,Justin Fulcher,manualEntry
dG2GTmxq76qvnFP9n,Silicon Valley Ventures,crunchbase
cMEHFzxw7pGupLNTd,CrunchFund,crunchbase
dee4DGCTaKFNm9wG7,Danen Ventures (旦恩创投),manualEntry
e4zAbJL94hpjWGrDW,Catcha Group,manualEntry
d6jpQHg4k3oyXaLem,Highway1,crunchbase
fLBi4vHmJiQiosXmm,Hazel Asset Management Ltd.,crunchbase
d9vyF97F9uwN6HFb6,Stuart Peterson,crunchbase
fLPoi6kh2JaJwaMsF,嘉兴浙华武岳峰投资,manualEntry
dA46taFEfn3HbvPnM,Hina Group (汉能投资),manualEntry
fa26GGyEMrvyh5Azm,KTB投资集团,manualEntry
drZkvhaciECyjC287,India Value Fund Advisors Private Limited,crunchbase
fcJTzs79MJ7viaGxc,Gautam Sinha,manualEntry
ebjGrAzca4DscWPRy,Lei Ming,crunchbase
bi7mwjXRLWbXwuaLP,Nicholas Gruen,manualEntry
fFNAm2RJvy9g2tKib,Beijing Phoenix Wealth Holding Group,crunchbase
boH4L7SzP7kKRJZuy,GrowthX,crunchbase
fKP3irSMarPLzai6F,WestTech Ventures,crunchbase
fjy9xBqafWRBY9PSS,Rubina Real Estate,manualEntry
cPnqW5awNSMmXqKJD,Wistron Corporation,crunchbase
boJJviv9433CiXDKz,Pushstart,crunchbase
ct7X9K6NAhx62fYnh,ChangShi Capital (长石资本),manualEntry
bpS8eKeFL9MsaGFkg,Dah Hsin Publishing Group (大新出版集團),manualEntry
dTwC62oH3xTEEJv9D,825 New Media Industry Fund (825新媒体产业基金),manualEntry
cAQpRcsJaB6jmBrFz,Anna Rooke,manualEntry
dXeWgCvnbN9ot3LLc,Hubert Burda Media,manualEntry
cHdgrKEgn7wjZkMMK,Tianda Pharmaceuticals,crunchbase
bcca9FmdinRK9fAiq,Kirill Maksimov,crunchbase
cLPgsztNyinStNxYD,Kelly Hoey,crunchbase
cAxrujyRg6gavSrHs,Sam Morgan,crunchbase
crYb7GoEYodwKcxjE,Bright Ventures,manualEntry
cBGK8Rgda4osB872z,Blackstone,manualEntry
dMcT7SJXGsEamXhtq,Australian Distributed Incubator,crunchbase
cLqwt6TG6suYEA2cM,Indiana Lions Eye Bank,manualEntry
cspRkZtfNMKG2E55g,Woon Shung Toon,manualEntry
dj8qFXc8miqiGBK2o,Stanley Druckenmiller,crunchbase
d8CEAYpcfuyX9sjHC,GSR Ventures (金沙江创投),manualEntry
